,pid,px,py,pz,mx,my,mz,ex,ey,ez,delta p m,,,delta m e
510,9461e090-fdae-426d-9a36-7348164b771a,-2255,-4000,-217,-2357,-3893.7,-825.8,-2539,-3900,-343,626.3713994,,,516.0034205
511,5f7766ce-8e2e-410c-9195-6bf089fea4fd,-2829,-4750,-694,-2818.6,-4583.8,-1792.3,-2933.445819,-5113.373975,-2043,1110.852596,,,597.0667027
512,be76cfe3-b2bb-4358-956b-0fad07215972,493,-1250,-27,647,-1230,-154,411,-775,-118,200.611565,,,513.825846
513,7cbecb3f-6a8a-48e5-a3be-8f7a762b5a04,-2243,-2000,-169,-2166.7,-2113.2,-1136,-2389,-2650,-143,976.5884138,,,1150.487084
514,6a098711-5423-4072-8909-7cff0e2d4531,986,-5250,-858,1000,-5377,-858,1486,-5350,-993,127.7693234,,,505.1237472
515,642a3373-6fee-4f2a-b8d6-38dd42ada763,2243,-2000,-169,2234,-2000,-936,2211,-2425,-93,767.0528013,,,944.3532178
516,4b93a168-0f3b-4124-88fa-a57046ca70e1,-2243,-2000,-169,-2335,-1924,-820,-2626.840493,-2467.267482,-218,661.846659,,,861.8088131
517,2694aa18-bc02-485a-b9c9-ed8d6e715d63,-800,-2250,92,-800,-2750,92,-857.4543311,-2215.079527,157,500,,,541.9095054
518,67c4b72e-e0e5-4841-9e95-a6220d00615e,-800,-2250,92,-700,1250,0,-1224.498653,715.1531627,-593,3502.636721,,,955.4103706
519,c07d13ed-e387-4457-8e33-1d16aed3fd92,-2243,-2000,-169,-2248.1,-2006.2,0,-2239,-2250,-93,169.190573,,,261.0943316
520,b33e4298-a735-4781-8dea-d7203b4137fb,478,-250,-312,505,-248,-240,986,-125,-293,76.92203845,,,499.2985079
521,d151b391-e6e4-4daf-bd9c-191f4ad837b4,-1768,-2000,-75,-1769,-2072,-249,-1889,-1775,-43,188.3109131,,,380.8477386
522,e3ecccd2-29de-49f5-bd06-54fc7567c90a,-1821,-2250,-27,-1821,-2252,-575,-1814.76781,-2142.584617,7,548.0036496,,,592.2284747
523,ce0dc660-f19e-46a3-94f9-646bebae6805,-3997,-3750,-1169,-3929.8,-3749.9,-2178.1,-4114,-4000,-1543,1011.335088,,,706.9877368
524,ef7e9f3e-a53a-4e00-8f6a-537667af2bea,-4364,-4000,-1678,-4227,-4058.7,-2634.7,-4439,-4375,-2168,968.2404557,,,602.3276351
525,a85b9795-f99c-4c1d-a376-8b5ef095ffd7,-4364,-4000,-1678,-3085.3,500.3,-1375,-3164,450,-1193,4688.238772,,,204.5672994
526,08ed0b3c-9f94-4c1f-8522-3d42a642a6b0,-4364,-4000,-1678,-2896.1,-250.1,-1165.9,-2964,-300,-768,4059.399812,,,406.7245136
527,9edc5d65-cb26-475c-8544-e6d1dacae41d,-800,3000,-1336,-800,3000,-875,-835.4787103,3150.806675,-1643,461,,,783.4700964
528,d7c47ded-7e79-44df-b738-ed0c97c76837,1720,-5750,-1122,1760,-5742,-1624,1736,-6225,-893,503.6546436,,,876.4850255
529,f8ef3dfc-f789-43a1-9015-c82ffa8e7df0,-2829,-4750,-694,-2802,-4622.7,-1174.8,-2689,-4650,-768,498.0993174,,,423.0845424
530,53b58cc3-8d88-4257-aa63-48da088f2091,-1300,-250,-265,-1346.2,-260.8,-223.4,-1446.459416,-372.5392487,-243,63.10023772,,,151.3993734
531,f1c3cf0a-f3ad-479b-8dd2-7d60ab6d03ff,1370,-6000,-932,0,0,0,1411,-5650,-1143,6224.590268,,,5934.633097
532,ecde7e20-f135-47dd-8f96-adac49e4942e,-2692,500,-931,-2692,500,-931,-2648.804998,629.3657497,-1018,0,,,161.7723877
533,f936a701-5f8a-4aa1-b7a9-9f8b5b69bc7c,-2243,-2000,-169,-2247,-2019.8,-457.4,-2180.204467,-2276.228273,-93,289.1065548,,,450.5601651
534,b910cbe2-0c68-40b2-b9f1-268e7c28320a,478,750,-598,478,750,-598,18.63832662,816.5179458,-1018,0,,,625.9694754
535,63a32e5c-f63a-450d-85cb-140947b67eaf,-2243,-2000,-169,-2180,-2008,-602,-2089,-2725,-43,437.6322657,,,913.7018113
536,dce4e63f-7ece-4dae-bd6e-5b116c2fbe37,2195,-5750,-1265,2193,-5750,-1099,2336,-6400,-1343,166.0120478,,,708.8617637
537,5a9f8899-556a-43ea-892d-5e35b969ff38,-1821,-1750,-74,-1808,-1722,-306,-2064,-2075,-43,234.0448675,,,509.2288287
538,a12c8ae8-d5ad-4d15-b805-436ad23e5ad1,-2243,-2000,-169,-1938.2,-2001,-393.4,-2114,-1825,-93,378.4962351,,,390.0279477
539,9373cd09-a591-42be-9343-ed6f06b7056d,-3166,-5000,-1027,-3166,-5000,-1027,-3289,-5325,-1968,0,,,1003.112656
540,0777b1bf-964b-49b7-888b-8a6c9df09c3b,-3166,-5000,-1027,-2243.2,-0.4,-960.9,-2439,75,-668,5084.479247,,,360.2960033
541,9793c99d-f918-4931-8bba-fdb978bd8e0a,-3166,-5000,-1027,493,-3749.9,-498.6,-89,-3600,-1068,3902.593698,,,827.8951443
542,41b9162e-df67-4321-b2e6-02ff851816c5,986,-1250,-49,974,-1250,-257,811,-1275,7,208.3458663,,,311.2715856
543,f03b61b4-6b13-479d-940f-d1608eb275cc,-2243,-2000,-169,-2245,-2002,-445,-2300.207991,-1988.876845,-143,276.0144924,,,307.2851111
544,5fd00035-89d6-4e7c-bb26-f103388b731d,1281,2500,-1169,865.2,2501.7,-860.3,986,2300,-1143,517.8689216,,,367.6884823
545,94761f31-0dfc-4f67-87ef-6d1ac7f95144,-1294,-2000,21,-1693.1,-2358.6,507.8,-1789,-2375,32,724.4646368,,,485.6453541
546,05ccc92c-fcb0-4e92-84d3-de033890c7a8,-2880,-2250,-360,-2614,-2120,-829,-3189,-1550,-543,554.6323106,,,858.6739777
547,7441d0df-ef9b-419b-ae4d-b9bd7c2f17cb,3136,-6750,-1598,2939.9,-6593.4,-2851.1,3136,-6950,-2093,1277.982152,,,860.4268592
548,f31bef35-3f56-4ca9-a34f-09d678f03039,1000,-2750,92,915.6,-2863.1,475.9,661,-2725,157,409.0161122,,,430.8015552
549,e9c04e7e-c075-4ee3-9750-dff255ec7e84,2446,-6500,-1122,2245.8,-6499.9,-2465.8,2461,-6925,-1593,1358.631109,,,994.3846791
550,bf99284f-dc34-4652-baf1-ffaa1cc7fb05,478,-250,-312,509,-257,-321,-514,400,-493,33.03028913,,,1227.909606
551,f4ff3ff8-19b7-40c7-bf6f-8b577b811ed1,-1313,250,-455,-1312.8,231.2,-331.7,-1564,-200,-318,124.7251779,,,499.2219647
552,7d1a2cb6-f482-4059-b596-53087caac8ec,-1300,-3000,92,-1404,-3008,47,-1364,-2500,107,113.6001761,,,513.0925842
553,ece878b9-830d-4618-b801-ad0e7d8e7085,-3577,-3500,-789,-3603.5,-3222.9,-1101.9,-3439,-3550,-718,418.7995583,,,530.5034119
554,acf04c3f-650a-4de0-b0d0-edf695dd2025,-1281,2500,-1169,-1281.1,2456.8,-587.6,-1464,2300,-1218,583.002753,,,674.865031
555,1fa9efcf-def3-40b1-86ae-ca411da98ef2,-3997,-2750,-1026,-3693.9,-2648.9,-1052,-3889,-2975,-943,320.5726439,,,395.3305199
556,443b86e1-e80e-4773-b103-a1c94892d4a1,-1294,-4000,-74,-1469.3,-3940,-930.4,-1862.297855,-4104.085984,-193,876.2140435,,,851.5458205
557,18556afe-2b66-4b2a-88a3-50a76370b4ba,-2704,-2000,-312,-2704,-2000,-312,-2847.395738,-2096.310677,-318,0,,,172.8412102
558,1bf5c05b-3654-4d5c-bac9-2b96edd12adf,-800,2000,-908,-869,1972,-927,-1039,1775,-893,76.85050423,,,262.4214168
559,1d237afc-ac2f-4bac-a163-a397fe09819f,-1313,-1250,-75,-1316,-1254,-594,-1464,-1500,7,519.0240842,,,666.048797
560,5458cb27-d065-4626-bcd8-1aa775e1115e,464,1750,-21,468.1,2224.8,-382.3,436,2075,-1093,596.64859,,,727.0247176
561,bf591043-03c2-48bb-9197-e17e85aaeb8f,-2243,0,598,-2272,71,738.3,-2464,0,-643,159.8939961,,,1396.386297
562,898f8971-31e9-4fdb-b66e-2ae6d3a33a5b,-1294,500,-550,-1294,500,-550,-1392.292248,587.0685601,-593,0,,,138.1712708
563,04690e35-ab38-41db-982c-50cbdf8d0dd1,-1313,-1750,-27,-1317.6,-1845.4,-278.4,-1614,-1875,7,268.9317386,,,412.5315503
564,b46e219c-6a87-4a93-9924-1070841381e9,-2692,-1000,-503,-2667.3,-1009,-161.5,-2736.63062,-1070.037563,-443,342.5103502,,,296.267732
565,5b317361-269c-4a47-83f3-3503ac634303,-2704,-3000,-265,-2704,-3000,-265,-2989,-3250,-393,0,,,400.1362268
566,1784cd4b-2bd0-417f-a530-d57b0ddf5f42,1720,-5750,-1122,1727,-5753,-1431,1786,-5850,-868,309.0938369,,,574.3335268
567,63517fd4-ece1-49eb-9259-371dc30b1dd6,-2243,-2000,-169,-2243,-2000,-169,-2581.46832,-1905.747589,-243,0,,,359.0547602
568,ca5404f7-297c-40f1-bbf0-5ac0a63e24f8,1781,-4000,-122,1781,-4000,-122,1611,-3625,-43,0,,,419.2445587
569,fd555d39-b728-44aa-90d2-796b8bb58300,-804,750,-551,-993.7,877.7,-813.3,-1064,550,-543,347.9865946,,,430.5710975
570,f86e9571-63ff-4116-9c40-aa44d57d2da9,-2243,-2000,-169,-2246,-2000.4,-155.1,-2264,-2200,-93,14.225681,,,209.8107957
571,31f0400a-71f5-436c-ada4-dce50627dc73,-1313,-1750,-27,-1594,-1678,-425,-1189,-1350,7,492.4926395,,,676.9290953
572,78cb9d69-a49a-480f-b182-7f7985a5b1dd,2243,-2000,-169,2247.3,-2000.2,-91.2,2386,-2575,-143,77.9189964,,,593.5621029
573,7f3dddf8-637f-47bb-a7b7-e303277b2107,-2243,-2000,-169,-2218.5,-1965.8,-164.5,-2110.375915,-2956.927982,-43,42.31004609,,,1004.384262
574,bbf6a51e-2999-4982-803f-8769db095dd2,-1141,-5000,-1121,-1245,-5140,-739,-1214,-5050,-818,419.9285654,,,123.701253
575,10f59add-706e-41d0-87ed-9a55eb138a66,3120,-5750,-1693,3102,-5733,-404,3036,-6275,-1643,1289.237759,,,1353.972304
576,caf2170c-5463-46ce-8cd0-66f2e1e3376d,-2704,-4000,-408,-2698,-3999,-1956,-2889,-4425,-743,1548.011951,,,1299.740743
577,1eede5ef-3b4a-4897-8021-2d25a83ab209,1408,-6500,-979,1405.9,-6502.3,-1907.8,2107.372251,-7075.711478,-1593,928.8052218,,,959.1470597
578,8386f396-0a69-48b5-98d4-18801066ea76,978,250,-455,906,410,-455,386,750,-618,175.4536976,,,642.3153431
579,0f306cdc-878a-4ea0-9e91-b97736731637,-1294,-2500,68,-1301,-2591,-280,-1539,-2300,82,359.7693706,,,521.8898351
580,a288f376-631f-4559-873d-1724012bda87,-1321,750,-551,-1314,754,-881,-1314,1525,-868,330.0984702,,,771.1095901
581,b53cc868-008a-4d20-a33a-ea3101be2d34,-2243,-2000,-169,-2245,-1992,-332,-2114,-1275,-168,163.2084557,,,747.0916945
582,c1d71e2e-1b1b-4c74-a38b-2a0e8152400a,978,-750,-170,1020.4,-752.1,-395.7,811,-1350,32,229.6577018,,,764.3690601
583,eb99c2c8-e614-4240-931b-169bed23e9f5,-2243,-1500,-217,-2243,-1500,-217,-2789,-2125,-293,0,,,833.3768655
584,81b1800e-f138-4337-abc9-bb0449b77852,-800,-3000,92,-810.3,-2994.6,-402.7,-714,-2875,157,494.8366801,,,580.3808577
585,47da98a8-f282-4830-92c2-af0e1d4f00e2,-800,-3000,92,1989.5,-6165,-2297.4,2226.329691,-6667.833717,-1393,4848.480959,,,1061.541054
586,d8dae4d0-e11d-4b4d-8bd9-103c13491eb7,-1294,-1500,-27,-1104.6,-1367,-666,-1239,-1425,7,679.6192758,,,688.7353338
587,84bb830f-b9ff-4e6b-9296-f458fb41d160,-2243,-2000,-169,-2380,-2002,-646,-2689,-1775,-293,496.2882227,,,521.1707973
588,ecd07b7e-6450-4e31-bef1-f195129eb3d3,-2896,250,-931,-2896,250,-931,1611,-3625,-43,0,,,6009.760228
589,19e0bf1e-018e-40cb-9acd-af8f0f66bd4a,-3154,-2500,-455,-3154,-2500,-455,1611,-3625,-43,0,,,4913.307847
590,73ff4936-8cd3-4a75-a772-f563e67d249d,-1768,500,-646,-1701.3,-450.8,-1294.9,-1789,500,-643,1153.057128,,,1156.151175
591,ac088ddb-9e1e-49ae-b341-46a8445cf809,478,250,-455,478,250,-685.2,161,400,-668,230.2,,,351.1194099
592,269211d0-7ec9-4a87-a94f-1cf68c56749f,-1300,-3500,44,-1293.1,-3532,-777,-1733.29564,-4150.021079,-218,821.6523657,,,942.4453591
593,583ffb83-85df-4ac7-ae79-ddb7f751fb45,-2243,-2000,-169,-2130.5,-1862.3,-515.9,-2270.590668,-2212.292158,-93,389.816816,,,566.537127
594,d585f4b5-d154-4666-92c4-eb219f1e0f02,2243,-2000,-169,2240.3,-2005.9,-535.8,1936,-2025,-43,366.8573837,,,579.495591
595,eeb27b45-5b85-4e5c-b6ff-f639ca5687de,-2243,-2000,-169,-2244.6,-2003.8,-384,-2514,-1800,-218,215.0395312,,,376.3865035
596,8ab470cc-de5a-4d65-92bd-9a25fbe6d07d,-2243,-2500,-122,-2241,-2502,-376,-2389,-2475,-143,254.0157475,,,277.3481567
597,fe6507ed-7725-467a-9d46-1101c32df1ca,978,-750,-170,974,-749,-199,733.7849662,-980.2135809,-43,29.29163703,,,368.1018642
598,3eda39fe-1d27-49bb-b4a9-5acfad596f6c,-1304,-2250,68,-1304,-2750,68,-1761.120996,-2340.265124,32,500,,,614.9294862
599,d63e4767-a814-4ff2-8421-173c8bff4e22,-1000,800,-500,-1000,800,0,-1240.680013,686.819347,-593,500,,,649.9120931
600,44fc463b-405f-4048-9242-ac018b9f50f7,-2243,-1500,-217,-2243,-1500,-217,-2514,-1450,-268,0,,,280.2534567
601,b76f24ea-95b1-4a0e-95eb-9c39b1283c40,-2704,-3500,-312,-2704,-3500,-312,-2839,-3450,-368,0,,,154.4700618
602,9b61a1e8-1a63-48c2-8dc9-b544a3c1bdee,-1743,1500,-979,-1743,1500,-979,-1914,1575,-1093,0,,,218.7738558
603,0143d3fe-79c2-4922-8332-62c3e4e0ba85,-1300,-3250,44,-1287,-3238,-473,-1349.439722,-3435.048854,57,517.3026194,,,568.8822109
604,f3988aec-b8c7-47d9-b1a0-5334eed7f92c,2421,-6000,-1122,2420,-5973,-1122,2711,-6625,-1593,27.01851217,,,855.3513898
605,45c49ba2-a113-4446-9c6d-9b049c1f9f74,-1304,-250,-265,-1182,-196.6,-29,-1692.581341,-646.061987,-193,270.9825825,,,699.7180745
606,c16b8e98-100f-40ce-b417-b1524c7e1270,-3577,-3500,-789,-3577,-3500,-789,-3689,-3550,-918,0,,,178.002809
607,1a166c4f-4c53-422e-8473-b3cff85e6750,-1294,-2000,21,-1294,-2000,21,-1264,-2550,157,0,,,567.358793
608,6728ddac-63ba-4e63-9884-395c7c16c7a3,-1294,-5500,-836,-1289,-5521,-860,-1389,-5400,-893,32.28002478,,,160.4057356
609,61ed1a53-2f33-4a83-82ba-ec7dfa65bf60,-3413,-3250,-598,-3388,-3279,-652,-3564,-3225,-743,66.19667665,,,205.3606584
610,efd88e2e-7d5c-49a9-b3cd-cf8c19ee91c1,-1846,750,-788,-1845.9,750.1,-1422.5,-2464,875,-1068,634.5000158,,,723.407126
611,41a3b948-13f4-4be7-90b9-150705d39005,-2243,-2000,-169,-2205,-2047.6,-601.3,-2764,-2175,-293,436.5696393,,,650.9690085
612,664600f8-a8b6-416c-adca-3ad7b423f771,-1846,750,-788,-1845.9,750,-788,-2289,525,-818,0.1,,,497.8580219
613,f8d0ecdc-b7bd-44cc-b887-3d544e24e561,-2243,-2000,-169,-2243.1,-3337.2,-169.1,-2289,-2450,-93,1337.200007,,,891.6399834
614,37137b1d-34d4-4183-9796-abfc9ffb6abe,1870,-6500,-837,1824,-6499.3,-2067.9,1936,-6350,-1018,1231.759433,,,1066.360399
615,57c5856a-c7bd-4d0f-87c6-37005b1484aa,1254,-6750,-931,1381,-6762,1281.6,1636,-5800,-868,2216.274297,,,2368.80754
616,769b42dc-acf3-4079-b09e-ec979568d297,-2704,-4000,-408,-2580,-4233,358,-2164,-3750,-168,810.1981239,,,826.4508455
617,72f89097-4836-4b67-a47a-edb3285a6e83,-2243,-2000,-169,-2397.7,-1877.9,-190.1,-2089,-1475,-143,198.206231,,,509.7474963
618,0393f34c-a2bd-4c01-99c9-f6b4ec6e786d,-1768,-2000,-75,-1920.7,-1975.5,-86.8,-2153.751454,-2396.995079,-68,155.1024822,,,482.0005411
619,4762e8ed-4d94-4fd7-9522-e927f5ffca74,-1821,-2250,-27,-1864.6,-2354.1,-134.6,-2382.536213,-2742.754795,-143,155.9343772,,,647.5963481
620,091392a5-73f6-40f3-8552-fa917cf96deb,478,-750,-170,478,-750,-170,486,-475,-193,0,,,276.0760765
621,d258bca2-bf18-4491-8d57-5322f705caec,-2192,1500,-1169,-2192,1500,-1169,-2249.849513,1800.130305,-1343,0,,,351.7111968
622,04c140d4-9782-4f85-8636-75c98ff6f326,-800,-1000,-99,-957.5,-873.9,-121.1,-1298.704561,-1026.545052,-43,202.9676575,,,381.8647332
623,79628a45-c2e3-4206-97df-4c91edaff90f,-2204,1000,-979,-2208.6,1012,-676.9,-2264,550,-818,302.3732296,,,486.2328352
624,396a41bc-78fc-4fc5-b559-b83a5cdb86fd,-800,2500,-1098,-800,1500,0,-689,2700,-1343,1485.127604,,,1804.430658
625,9f526c8a-8d00-435f-b167-241921b318f9,-1313,-1250,-75,-1304,-2250,0,-1705.678108,-865.5620807,-143,1002.848942,,,1448.607143
626,2d2cdf86-4a0c-42d8-aed3-5b187f160013,-1855,1250,-932,-1810.2,1241.6,-491.6,-1914,725,-793,442.7524816,,,607.0353861
627,8169d556-f994-4735-b4c8-f7c85ddc39b0,2243,-2000,-169,2235,-2000,-248.4,2036,-2500,-43,79.80200499,,,576.0122915
628,ae2b9f1b-ebe3-4b56-8957-31982186e6ec,-1281,1000,-693,-1326,1170.9,-149.1,-1414,1075,-743,571.8907413,,,607.9950822
629,69f42a9c-095d-4a25-bca8-61a9869871d3,-2243,-2000,-169,-2265.6,-2006,-146.4,-2417.083156,-2343.974636,-143,32.51953259,,,370.3856928
630,ea931b15-6214-4b80-8d88-7acbbe071bc0,1294,-4000,-74,1149.6,-3849.2,0,1911,-3650,-93,221.5129793,,,792.5021136
631,c536b0a9-b710-43c3-ba2c-5a0cccf98ec2,-2355,-1250,-313,-2295.9,-1719.8,-470.7,-2389,-1900,-168,499.0732812,,,364.3719803
632,8185f1e9-cfe0-4fd6-8d7e-446a8051c588,-2243,-2000,-169,-2243.1,-1999.9,-739.2,-2014,-2125,-43,570.2000175,,,743.5262336
633,ad292781-8f17-413c-9c19-4a2087ab976a,-2304,-2450,-265,-2304,-2449.9,-1138.6,-2515.938823,-2750.574769,-168,873.6000057,,,1037.9729
634,882a7322-d4f4-4170-bbc1-029f9c3be4f9,-2355,-1250,-313,0,0,0,-3039,-625,-693,2684.491386,,,3179.055677
635,c4f6665f-8be5-476b-a6e8-d81eeae9279d,-2243,-2000,-169,-2243,-2000,-169,-2408.54778,-2444.126015,-143,0,,,474.6893565
636,5c278ffe-6452-4c36-b17f-2050c74e13b1,-2355,-750,-408,-2355,-750,-408,-2386.057954,-659.8810799,-393,0,,,96.49360751
637,11a5a93e-58a9-4ed0-995e-52279ec16b98,-2243,-2000,-169,-2159,-1687.9,701,-2361.854976,-1724.761437,-193,928.0961211,,,917.4665699
638,986fabf3-e366-4ce0-afa9-1b37c17eb730,0,0,0,0,0,0,0,0,0,0,,,0
639,818d2996-766a-4fd9-82b8-7e4cb080af0e,-3141,-1000,-693,-3141,-1000,-693,-3264,-1125,-668,0,,,177.1411866
640,099c0519-640b-4eb7-867c-998dc337579d,-3577,-1500,-836,-3560,-1501,-1121,-3648.180824,-2036.34211,-768,285.5083186,,,647.2835799
641,df6012d0-d921-4d0a-af2a-2a91030d0f42,449,-4750,-694,439,-4732,-1671,162.1699712,-5316.783626,-918,977.2169667,,,992.7818259
642,2a7caaa4-1710-49a1-ade4-db0a986ae6f5,-1273,1498,-1014,-1281,1500,-836,-1605.870074,1895.315459,-1093,178.1909089,,,572.5939899
643,8aba5f8c-4438-4588-9bb0-b20d2fd3eca5,-800,2500,-1098,-969.8,2167.4,-753.1,-989,3000,-1493,508.3412338,,,1114.021279
644,1d1f11e4-fa84-43b4-9b89-f2ac777b8d96,493,-1750,21,553.3,1919,118.3,286,-1550,-18,3670.785254,,,3481.951749
645,eab93ab0-26e3-4bd9-9c53-9f81c35172f4,-2704,-3000,-265,-2531,-1901,-128,-3031.700646,-2750.799519,-393,1120.936662,,,1021.315504
646,dc1df924-2fc5-4f0e-b7f3-aeb41854ace5,2253,-2500,-122,2803,-1517,-201,2639.240887,-2440.089849,-243,1129.172263,,,938.4433479
647,2c7b7191-cb21-4f4e-ac8f-3345803337f7,800,-3500,44,1106,-3580,0,1324.114725,-3429.76121,57,319.3305497,,,270.9146122
648,bdb3e4f0-35fa-4a05-82f4-75a885f2f83b,-794,-4000,-74,-1043,-3751,-8,-675.4809809,-3597.911104,-43,358.2708473,,,399.6641585
649,6452af8b-b05d-4b91-ac8f-1a2b1fc80dd6,-2896,250,-931,-2984.3,274.5,-1150.8,-3189,350,-1168,238.1368934,,,218.8565283
650,15065eaf-466f-4c5d-b4aa-a7fe4f94be62,-1300,-3000,92,-1500,-3148,-448,-1148.281335,-2998.707665,157,594.5620237,,,715.5551834
651,ae6da90c-0e3e-4cfb-bed1-1d57ce4d2480,1300,-3000,92,1478,-3107,-68,1701.035291,-2997.45743,7,262.1697923,,,259.5559975
652,2adc4f5d-bc7b-42a4-be76-f5df33d713d4,-2896,-250,-788,-2643.3,-206.5,856,-2839,-75,-793,1663.87666,,,1665.770614
653,1baf8347-6f43-4504-919a-883366e0e03a,993,-250,-265,-1013.6,-147,-572,736,-475,-193,2032.560346,,,1819.979439
654,45e7731f-4a43-45d5-9029-c080150bc596,800,1500,-765,731,1573,0,961,1850,-943,771.5665882,,,1009.394868
655,44fc10b1-ec82-4f88-afbf-10a6f8a1b5d8,-2243,-2000,-169,-2233.8,-2057,599,-2364,-2125,-143,770.1672805,,,756.3993919
656,b721156e-7a7c-48ad-aadb-7fd2cd2ac40b,986,-5250,-858,960,-5261.7,1376.4,1161,-5150,-818,2234.581896,,,2206.415475
657,c0c3bcca-6a79-47ef-becb-b1a157a3f2cb,800,-3500,44,890,-3533,0,864.0160915,-3885.504252,-93,105.4751155,,,365.4906443
658,f0dfd1c1-d315-4cf8-9130-05d3be2ea0cb,-846,-4750,-788,-856.2,-4811.9,241,-964,-5175,-768,1030.910593,,,1077.749252
659,6f9b1f0f-4dd5-4c01-88fe-887c68bf169b,-1821,-2750,-27,-2305,-2206,0,-2734.836392,-2384.345445,-243,728.6432598,,,524.9908773
660,530f1670-9412-44ac-afdb-935d46bcaad3,1781,-4000,-122,1767.5,-3901.7,55.4,1486,-3600,7,203.26313,,,415.4608285
661,9150758e-1390-41d1-b426-96675e60dbea,1781,-3500,-27,1543,-3590.6,0,1886,-3400,-43,256.0885784,,,394.7484769
662,aac3b928-e99a-4039-ace1-af45d0130d82,-4006,-1750,-1122,-4165.6,-1804.9,2954.6,-2914,-1725,-393,4080.092368,,,3574.816405
663,31811232-52ef-456c-9772-5021c00b2bc9,2704,-2500,-265,2764,-1996,-89,2816.170336,-2289.419468,-343,537.2075949,,,391.5772312
664,df350b09-a420-42bb-9952-17862cbb9f1c,-1281,2500,-1169,-1207.3,2491.6,-2442,-1264,2475,-1243,1275.159304,,,1200.454685
665,46448da7-ad7b-4ca8-b3ab-2d1d47439cbf,1300,-3000,92,1419,-3102,0,1311,-3800,-43,181.7388236,,,707.6135951
666,15a2a63f-739d-4eb0-ab8f-fc95b6299b68,-800,-3500,44,-779,-3355,0,-1289,-3900,-93,152.9771225,,,752.1794999
667,adca9242-0725-41d4-8eb1-5655a464431d,-800,1000,-622,-789,1072,0,-839,1250,-743,626.2499501,,,765.6585401
668,03fc9668-046c-445f-953a-ee9258520ea0,1408,-6500,-979,1537.2,-6521,2235,1286,-6375,-918,3216.664365,,,3166.358546
669,50445b30-f4ef-4405-b014-1d792ddfed88,-1294,-4000,-74,-1275.3,-4034.7,1980.7,-1839,-4425,-368,2055.078069,,,2446.729137
670,aab5be05-5c1c-4c08-9739-1274bc3bcf4f,-800,-2250,92,-815.4,-2432.9,0,-724.5387147,-2314.663552,157,205.3133459,,,216.5285911
671,70da415f-444d-4148-ade7-a1f58a16fcf8,-2243,-2000,-169,-2284.6,-2079.2,-451,-2664,-2000,-243,295.849962,,,439.8647519
672,f44d2056-644c-4769-a189-7efe67b0269d,-800,-2750,92,-702.2,-2673.7,-313,-562.9674215,-2495.848843,157,423.5699824,,,521.456369
673,72274871-80e5-4fb9-be1a-bb04acebb1de,-3577,-4000,-884,-3973.8,-3835.2,-1445.6,-3989,-3625,-1218,707.1094965,,,310.1883944
674,465edf04-1804-4529-9fd9-aed61dd88253,493,-1750,21,486.9,-1796.8,1077.6,305.8375626,-1999.398469,57,1057.65354,,,1056.150608
675,b529f2d8-cdae-4d59-aba2-cbd1b5572e36,800,-6750,-670,739,-6721.2,4000,761,-7200,-1318,4670.487174,,,5339.555922
676,e018f54c-e404-4232-8cb3-119ac1b2c7f1,800,1000,-622,544,1285,0,595.02539,1616.484692,-868,730.5100958,,,930.5426865
677,a8adabd7-7979-4fcf-99e7-d9bd9d27896f,-813,1250,-693,-754,1251,938,-789,1350,-743,1632.067094,,,1684.276402
678,d237c5ea-677f-4535-b101-02065b860e09,-2243,-2000,-169,-2217.2,-2100.4,598,-2464,-2050,-193,773.9733846,,,830.1393859
679,3017e4dc-2150-43ad-9b08-b95b48ba8dfa,-1821,-1750,-74,-1828.9,-1749.1,-384,-2014,-1700,-93,310.101951,,,348.3587519
680,625a7bc9-00cf-44f6-a508-3ed89d23ba3a,-4364,-4000,-1678,-4123.6,-4029.8,-1778.4,-4114,-3750,-1418,262.221967,,,456.3642843
,,,,,,,,,,,0,,,0
